Unnamed: 0,situation,emotion,labels
9216,I broke my mothers vintage tea pot.,ashamed,"['Distress', 'Helplessness']"
9217,saw a lost kid at the store ,caring,['Calm']
9218,My paper boy never brings my paper on time.  I get so irritated by that.,annoyed,['Aggression']
9219,I rented out my house and when I came back it was filthy.,disgusted,"['Aggression', 'Distress']"
9220,I saw a man put honey on his lasagna.  It was really gross to see.,disgusted,"['Aggression', 'Distress']"
9221,i was scared walking home alone the other day,terrified,"['Fear', 'Panic']"
9222,watching my favorite guitar player,impressed,['Calm']
9223,My  mother made me a large meal and I ate it all.,content,['Calm']
9224,It's been thundering and lightning all night!,terrified,"['Fear', 'Panic']"
9225,i was scared to go home alone the other day,terrified,"['Fear', 'Panic']"
9226,I remember when a Whopper was 99 cents.  Those were the good old days.,nostalgic,"['Calm', 'Distress']"
9227,My wife told me about her mum,surprised,"['Urgency', 'Anxiety']"
9228,i cheated on my diet,guilty,"['Distress', 'Helplessness']"
9229,My coworkers threw me a birthday party.  I am so thankful for that.,grateful,['Calm']
9230,I lost my favorite bracelet a few days ago... I have looked everywhere,devastated,"['Distress', 'Helplessness', 'Panic']"
9231,My girlfriend is visiting after a long time.,excited,['Urgency']
9232,I can beat my chest about the outcome of tomorrow's match,confident,['Calm']
9233,i was sad when i couldnt leave work early,disappointed,"['Distress', 'Helplessness']"
9234,The paper boy flung the newspaper and broke my window.,angry,"['Aggression', 'Coercion']"
9235,I leave on vacation in 2 days! Can't wait,excited,['Urgency']
9236,My friend stole 50 dollars from me.  I am so mad thinking about it.,furious,"['Aggression', 'Coercion', 'Panic']"
9237,My best friend organized a trip for us all by himself. He's usually not very good at planning. So this made me very happy!,surprised,"['Urgency', 'Anxiety']"
9238,I felt bad seeing a guy talking to my girl friend ,jealous,"['Coercion', 'Distress']"
9239,I want to stop feeding my sister's cat but i can't because it's so adorable,caring,['Calm']
9240,I went to Mcdonald's for dinner earlier.  I was satisfied with the meal.,content,['Calm']
9241,My father got me a Mercedes.,surprised,"['Urgency', 'Anxiety']"
9242,I just took my first flight lesson. I was very nervous. But the instructor was so calm and confident that I figured nothing could go wrong.,trusting,['Calm']
9243,I felt sad yesterday. At work our computer systems went down and customers were mad,sad,"['Distress', 'Helplessness']"
9244,My package got lost in the mail but the company was quick to replace it,impressed,['Calm']
9245,seeing my sons test score,impressed,['Calm']
9246,I can't find my car keys since last night!,furious,"['Aggression', 'Coercion', 'Panic']"
9247,I survived a home invasion once years ago. Several burglars broke in and were prowling around the house. I hide under the bed and had to stay super quiet until I was sure they were gone!,terrified,"['Fear', 'Panic']"
9248,My mom is getting remarried this weekend.,anticipating,"['Urgency', 'Anxiety']"
9249,There was a test that I needed to pass in order to graduate college. I was having so much trouble understanding the subject and really didn't feel like I could do it on my own. My sister sat down with me and really went over the whole thing allowing me to finally understand it and get a great grade on the test!,grateful,['Calm']
9250,I am looking forward to the next season on Game Of Thrones.  I can't wait to watch it.,anticipating,"['Urgency', 'Anxiety']"
9251,I had to complete a project at work with my team. Unfortunatley I was the only one dedicated to actually doing it. The rest of my team just sat around and watched me scramble.,annoyed,['Aggression']
9252,"I'm in a great mood, it's almost the weekend!",joyful,['Calm']
9253,"I do the dishes at my house.  I can't stand it when I go to do them, and my wife has put a plate in there full of food still.",annoyed,['Aggression']
9254,i didnt win the lotto,sad,"['Distress', 'Helplessness']"
9255,Living in the house I grew up in means so much to me.,sentimental,"['Calm', 'Distress']"
9256,I remember getting ice cream with my family.  I miss that time so much.,nostalgic,"['Calm', 'Distress']"
9257,I have a package coming in the mail today... i cant wait,anticipating,"['Urgency', 'Anxiety']"
9258,I accidentally passed gas in front of my mother in law.  I was so ashamed doing that.,embarrassed,"['Distress', 'Helplessness']"
9259,My grandson just graduated high school. He was developmentally slow so we were amazed that he actaully graduated a year early!,proud,['Calm']
9260, I lost an earring at work..... Im hoping I find it,hopeful,"['Calm', 'Urgency']"
9261,someone breaking in,afraid,"['Fear', 'Anxiety']"
9262,I had a long paper due for school last week. I didn't have any time to work on it so I ended up copying someone else's old paper. I really hate myself for this.,ashamed,"['Distress', 'Helplessness']"
9263,My neighbor always interrupts me when I talk.  It is so irritating to me.,annoyed,['Aggression']
9264,My girlfriend has a guy friend. It makes me jealous. ,jealous,"['Coercion', 'Distress']"
9265,I just took an HIV test because I'm worried about my partner's fiedelity. I'm really nervous about the results.,anxious,"['Anxiety', 'Panic']"
9266,I had to take a very important test last week. I spent so much time studying for it that I knew for sure I was going to ace it!,prepared,"['Calm', 'Urgency']"
9267,I don't want to go on this date.,apprehensive,"['Anxiety', 'Fear']"
9268,I found a wallet and return it to the owner.  I am satisfied with myself.,proud,['Calm']
9269,word are not enough to express how happy I am about my new car,excited,['Urgency']
9270,when i broke my favorit glasses,furious,"['Aggression', 'Coercion', 'Panic']"
9271,I got a hamburger earlier and they forgot to put cheese on it.  I was so upset about it.,disappointed,"['Distress', 'Helplessness']"
9272,My friend let me borrow his car yesterday.  I forgot to fill it with gas when I was done with it.,guilty,"['Distress', 'Helplessness']"
9273,My doctor made wrong diagnosis multiple time. I can't trust him anymore.,disappointed,"['Distress', 'Helplessness']"
9274,I stayed up all night studying and im sure i passed my ffinal,confident,['Calm']
9275,I went on a weekend trip last week. I forgot to pack underwear. So I had to go the whole time without underwear. I felt so awkward!,embarrassed,"['Distress', 'Helplessness']"
9276,passing by an old fising spot,nostalgic,"['Calm', 'Distress']"
9277,My boss just bought a new Mercedes. I am very envious of him.,jealous,"['Coercion', 'Distress']"
9278,My friend canceled on me for a concert last minute.,disappointed,"['Distress', 'Helplessness']"
9279,There was a girl who approached me last week and wanted to make out with me. I had to say no to her because I'm married.,faithful,['Calm']
9280,My friend told me I'm getting fat.  I was so irritated by that comment.,annoyed,['Aggression']
9281,passing a test,confident,['Calm']
9282,I found out the my girlfriend's mom had diead. I had to tell her the news myself since she didn't have any other family to tell her. I've been dreading having to actually say it.,apprehensive,"['Anxiety', 'Fear']"
9283,I am a drug addict. I robbed a charity organization last week. I feel bad about it.,guilty,"['Distress', 'Helplessness']"
9284,I wanted to go out with some friends to a party tomorrow night. But all of my friends will be out of town. So I'll have no one to spend any time with.,lonely,"['Distress', 'Helplessness']"
9285,I went to a park over the weekend where I used to go when I was little and I was sad to see how dirty it was,disgusted,"['Aggression', 'Distress']"
9286,i deserve that car  but i cannot afford it and he can even though I work better job than my neighbour :(,jealous,"['Coercion', 'Distress']"
9287,I was watching a TV show where people were eating cockroachs. I wanted to throw up.,disgusted,"['Aggression', 'Distress']"
9288,My wife is going to divorce me.  I am so sad about it.,devastated,"['Distress', 'Helplessness', 'Panic']"
9289,My interest rate just went up on my credit card.  I am so mad it happened.,angry,"['Aggression', 'Coercion']"
9290,"I'm always envious of really beautiful girls, I wish I could look like that",jealous,"['Coercion', 'Distress']"
9291,The day I found out I was pregnant with my second child,excited,['Urgency']
9292,I was helping my brother study for his final exam. He did study diligiently every day with me. But then when he actually took the test he failed it! I was really upset withhim,disappointed,"['Distress', 'Helplessness']"
9293,"I had some tests done at the doctors yesterday, hopefully i hear good news",hopeful,"['Calm', 'Urgency']"
9294,i feel down after getting fired,sad,"['Distress', 'Helplessness']"
9295,I am looking forward for the new pizza joint to open up here.  I can't wait to eat there.,anticipating,"['Urgency', 'Anxiety']"
9296,I fell asleep at work yesterday.  I am so ashamed that it happened.,embarrassed,"['Distress', 'Helplessness']"
9297,"My son walked outside the other day and took his pants down.  He proceeded to pee all over the grass.  Then he said he peed on the grass, and wanted the dog to as well.",proud,['Calm']
9298,I have total trust in my wife. We are good couple.,trusting,['Calm']
9299,I have a cut on the bottom of my foot.,annoyed,['Aggression']
9300,I enjoy looking at old pictures,nostalgic,"['Calm', 'Distress']"
9301,Someone took my laptop from my car.  I am so angry someone stole it.,furious,"['Aggression', 'Coercion', 'Panic']"
9302,someone trying to harm me,afraid,"['Fear', 'Anxiety']"
9303,I am really looking forward to the upcoming football season.  I can't wait for it to start.,anticipating,"['Urgency', 'Anxiety']"
9304,My 6 year old son is making very good progress in learning how to swim.,impressed,['Calm']
9305,I felt ashamed after I huge fight with my best friend that was my fault,ashamed,"['Distress', 'Helplessness']"
9306,I am really looking forward to going to the cinema this weekend with my mates.,anticipating,"['Urgency', 'Anxiety']"
9307,I went to the Olive Garden for dinner.  I was satisfied with the food.,content,['Calm']
9308,Some one told a lie about me,furious,"['Aggression', 'Coercion', 'Panic']"
9309,didnt zip my zipper,embarrassed,"['Distress', 'Helplessness']"
9310,I tried to meet some friends yesterday but they were all busy.,lonely,"['Distress', 'Helplessness']"
9311,A friend of mine is not feeling well today.  He gave me his tickets to the Kid Rock concert tonight.,grateful,['Calm']
9312,My sister got into a bad car accident.  I am so sad that it happened.,devastated,"['Distress', 'Helplessness', 'Panic']"
9313,I saw a man eat an entire birthday cake.  I was very inspired.,impressed,['Calm']
9314,"Yesterday, my 4 year prepared a gift for my birthday.",surprised,"['Urgency', 'Anxiety']"
9315,food was ruined,devastated,"['Distress', 'Helplessness', 'Panic']"
9316,I have to make a 6 foot sub for my coworkers.  I am ready to get that done.,prepared,"['Calm', 'Urgency']"
9317,I came home to find out that my friend got me tickets to tonight's concert.  Kid Rock is performing in Sturgis!,surprised,"['Urgency', 'Anxiety']"
9318,I got to work the other day all excited to work with my friend.  Turns out he got moved somewhere else at the last minute.,disappointed,"['Distress', 'Helplessness']"
9319,My dentist did an awesome job on my teeth!,impressed,['Calm']
9320,Why do I have to explain to everyone about my preferences?,embarrassed,"['Distress', 'Helplessness']"
